255  0.0987720000	   0.1831490000	   0.1647190000
512  1.0692640000    1.3769890000    1.3741090000
768  4.0072940000    9.8955700000    5.0025570000
896  5.9327070000    9.0363740000    7.0840990000
960  6.9854630000    10.1894330000   10.0724650000
1023 11.5150490000   9.7064690000    11.3699310000
